,Status,Life expectancy ,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Total expenditure, HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Adult Mortality,Polio,Diphtheria
649,Developed,75.8,0,12.56,2019.8127789999999,95.0,0,58.7,0,7.44,0.1,13546.698719999999,4436.0,1.8,1.7,0.7929999999999999,14.3,115.0,96.0,96.0
674,Developed,83.0,0,0.01,207.3041936,96.0,10,59.8,0,7.37,0.1,2734.88382,115239.0,0.9,1.0,0.85,14.0,61.32,99.0,99.0
675,Developed,81.0,0,9.04,212.0859259,96.0,0,59.2,0,7.46,0.1,2797.96736,1143896.0,0.9,1.0,0.85,13.8,58.15,99.0,99.0
676,Developed,80.0,0,10.55,2159.756205,96.0,1,58.7,0,7.44,0.1,28951.155560000003,113562.0,0.9,1.0,0.85,13.8,54.73,99.0,99.0
677,Developed,79.7,0,10.69,2443.325028,96.0,0,58.3,0,7.54,0.1,32233.83942,1124835.0,0.9,1.0,0.847,13.8,58.28,99.0,99.0
678,Developed,79.5,0,11.32,283.3300258,96.0,18,57.8,0,7.23,0.1,3818.46396,111267.0,0.9,1.0,0.853,14.6,65.01,99.0,99.0
679,Developed,79.3,0,10.8,230.25241839999998,96.0,0,57.3,0,7.4,0.1,3215.8159,19876.0,0.9,1.0,0.8490000000000001,14.1,68.16,99.0,99.0
680,Developed,79.1,0,12.01,239.64099380000002,93.0,1,56.8,0,6.89,0.1,3539.7488,181563.0,0.9,1.0,0.8440000000000001,13.7,67.98,97.0,97.0
681,Developed,78.9,0,11.56,1958.525877,93.0,0,56.3,0,6.5,0.1,31386.63265,163712.0,0.9,1.0,0.836,13.5,69.84,97.0,97.0
682,Developed,78.8,0,11.47,1700.841534,93.0,0,55.8,0,6.28,0.1,27169.992560000002,14559.0,0.9,1.0,0.8290000000000001,13.4,64.47,97.0,97.0
683,Developed,78.7,0,11.41,1562.520827,88.0,1,55.3,0,6.37,0.1,25324.48666,127658.0,0.9,1.0,0.826,13.5,75.01,98.0,98.0
684,Developed,78.6,0,13.03,1586.7241720000002,88.0,0,54.8,0,6.42,0.1,23932.491280000002,1141.0,0.9,1.0,0.823,13.4,73.96,98.0,98.0
685,Developed,78.5,0,10.62,158.70873989999998,88.0,0,54.3,0,6.83,0.1,2293.4789,993563.0,0.9,1.0,0.815,13.0,69.19,98.0,98.0
686,Developed,78.4,0,11.68,1128.050886,88.0,0,53.8,0,6.12,0.1,16372.291519999999,976966.0,0.9,1.0,0.805,12.5,71.3,98.0,98.0
687,Developed,78.2,0,10.16,100.8086193,89.0,0,53.3,0,5.78,0.1,1562.92433,96282.0,0.9,1.0,0.8,12.4,69.98,97.0,97.0
688,Developed,78.1,0,9.56,950.8027925000001,89.0,0,52.8,0,5.77,0.1,14672.8826,943286.0,0.9,1.0,0.7979999999999999,12.5,79.54,97.0,97.0
754,Developing,63.0,1,0.38,24.73299655,78.0,0,34.4,1,1.57,2.1,174.91511,912164.0,5.6,5.4,0.467,6.3,255.9,78.0,78.0
755,Developing,62.7,1,0.53,229.4410095,82.0,28,33.8,2,9.14,2.1,1622.637974,896688.0,5.6,5.4,0.46399999999999997,6.3,254.5,82.0,82.0
756,Developing,62.2,1,0.52,217.21257859999997,81.0,709,33.2,2,8.95,1.9,1536.15685,881185.0,5.6,5.5,0.46,6.3,260.1,81.0,81.0
757,Developing,61.8,1,0.39,20.35974738,87.0,49,32.7,2,8.71,2.7,143.986898,865937.0,5.6,5.5,0.451,5.9,265.5,87.0,87.0
758,Developing,61.3,1,0.44,187.49600969999997,88.0,7,32.2,2,8.84,3.1,1325.9972400000001,851146.0,5.6,5.6,0.441,5.5,271.3,88.0,88.0
759,Developing,69.0,1,0.49,177.26716069999998,89.0,48,31.7,2,8.37,3.2,1253.657431,83684.0,5.7,5.6,0.436,5.3,279.2,89.0,89.0
760,Developing,62.0,1,0.49,171.7686449,88.0,143,31.3,2,8.5,3.3,1214.7711800000002,822934.0,5.7,5.6,0.42700000000000005,5.0,290.6,89.0,89.0
761,Developing,59.8,1,0.45,20.86878709,25.0,24,3.9,2,7.72,3.5,147.586896,8942.0,5.8,5.7,0.41600000000000004,4.5,297.7,88.0,88.0
771,Developing,73.6,6,5.92,1088.244952,89.0,0,57.9,7,4.38,0.3,6268.6921219999995,145844.0,3.3,3.2,0.7120000000000001,13.2,166.3,90.0,91.0
772,Developing,73.4,6,5.93,97.52211538,8.0,0,56.8,7,4.12,0.3,627.5554400000001,1281296.0,3.3,3.2,0.7090000000000001,13.2,168.3,82.0,83.0
773,Developing,72.1,6,5.93,857.1307037,74.0,0,55.8,7,4.26,0.4,5968.876767,115495.0,3.3,3.2,0.706,13.1,170.9,85.0,85.0
774,Developing,73.1,6,5.91,843.7876994999999,8.0,2,54.7,7,4.22,0.7,5759.643,12795.0,3.3,3.2,0.703,13.0,174.7,84.0,84.0
775,Developing,72.7,6,6.02,664.5585242000001,83.0,0,53.6,8,4.6,0.9,5451.6696,9897985.0,3.3,3.3,0.6970000000000001,12.9,179.7,85.0,88.0
776,Developing,73.6,6,6.05,587.8828227999999,8.0,0,52.6,8,4.41,1.2,4952.67753,9767758.0,3.4,3.3,0.695,12.9,185.4,85.0,82.0
777,Developing,73.3,6,6.12,49.09241952,81.0,0,51.5,8,4.2,1.4,511.37937,963652.0,3.4,3.3,0.6920000000000001,12.8,192.4,86.0,82.0
778,Developing,72.9,6,6.05,74.8217488,81.0,0,5.4,8,4.34,1.6,4647.31359,954353.0,3.4,3.4,0.685,12.7,201.0,86.0,85.0
779,Developing,72.3,7,6.2,352.9551269,84.0,0,49.3,8,4.34,1.8,3836.4687710000003,9371338.0,3.5,3.4,0.677,12.6,206.9,88.0,89.0
780,Developing,69.7,7,5.71,289.7418649,87.0,0,48.2,8,4.26,2.0,3681.5993,9237566.0,3.5,3.4,0.6679999999999999,12.6,212.5,86.0,87.0
781,Developing,69.3,7,5.16,182.61625149999998,82.0,0,47.2,8,4.28,2.1,2421.9662,912998.0,3.6,3.5,0.6659999999999999,12.5,217.6,66.0,79.0
782,Developing,73.0,7,6.32,293.0196601,79.0,0,46.1,8,5.53,2.3,2372.628827,896776.0,3.6,3.5,0.665,12.4,215.1,65.0,79.0
783,Developing,71.4,7,6.43,4.67359227,63.0,0,45.1,8,5.79,2.4,38.46578,8832285.0,3.7,3.6,0.66,12.3,214.8,74.0,82.0
784,Developing,71.2,7,6.13,340.02399449999996,66.0,113,44.1,9,5.59,2.5,2862.154836,8697126.0,3.8,3.6,0.6559999999999999,12.3,214.1,71.0,72.0
785,Developing,72.0,7,6.58,44.79247812,68.0,253,43.1,9,5.9,2.5,282.4242,8562622.0,3.8,3.7,0.6509999999999999,12.2,212.4,71.0,78.0
787,Developing,76.0,6,3.82,79.11626341,83.0,0,53.5,7,9.16,0.1,6432.216536999999,1593112.0,1.2,1.1,0.737,14.0,119.1,84.0,83.0
788,Developing,76.0,6,3.77,59.12850204,87.0,0,52.8,8,7.29,0.1,674.9829,15661547.0,1.3,1.1,0.725,13.4,121.6,87.0,87.0
789,Developing,75.5,7,3.92,41.88087712,88.0,72,52.1,8,6.48,0.1,572.1431299999999,15419666.0,1.3,1.2,0.7170000000000001,13.3,126.5,85.0,87.0
790,Developing,75.3,7,3.99,344.7412164,88.0,257,51.4,8,5.92,0.1,5223.351763000001,15177355.0,1.3,1.2,0.71,13.2,130.5,85.0,88.0
791,Developing,75.0,7,3.95,367.9285652,9.0,0,5.7,8,5.9,0.1,4657.32361,1493469.0,1.3,1.2,0.703,13.1,134.1,88.0,91.0
792,Developing,75.1,7,3.87,282.1440066,91.0,0,5.0,8,5.58,0.1,4255.56571,14691275.0,1.3,1.2,0.7020000000000001,13.1,137.3,91.0,94.0
793,Developing,74.6,7,3.76,197.9303077,93.0,1,49.3,9,5.66,0.1,4274.95265,14447562.0,1.3,1.2,0.698,13.0,140.8,94.0,96.0
794,Developing,74.7,7,3.63,19.60467787,94.0,0,48.6,9,5.94,0.2,359.71886,1425453.0,1.4,1.3,0.696,12.9,141.1,95.0,96.0
795,Developing,74.4,8,3.52,19.13983284,96.0,0,47.9,9,5.86,0.3,335.786541,1396748.0,1.4,1.3,0.693,12.8,143.8,92.0,96.0
796,Developing,74.2,8,3.54,18.09317114,92.0,0,47.2,9,5.87,0.3,321.94254700000005,13735233.0,1.4,1.3,0.688,12.8,148.8,89.0,92.0
797,Developing,74.4,8,3.65,16.37920405,88.0,0,46.5,9,6.22,0.3,278.557892,1359647.0,1.5,1.3,0.682,12.7,145.0,90.0,88.0
798,Developing,74.4,8,3.69,18.26183281,82.0,0,45.8,10,6.46,0.3,244.46898,1328961.0,1.5,1.4,0.679,12.6,146.3,97.0,87.0
799,Developing,73.6,8,3.88,187.3843511,75.0,0,45.1,10,4.62,0.3,2183.966796,13726.0,1.5,1.4,0.675,12.5,152.6,88.0,88.0
800,Developing,73.4,9,4.13,14.588740300000001,69.0,2,44.3,10,3.86,0.3,193.741571,12852755.0,1.6,1.5,0.67,12.4,154.0,90.0,89.0
801,Developing,72.8,9,3.99,84.17527008,36.0,0,43.6,11,3.38,0.3,1451.29776,12628596.0,1.6,1.5,0.6679999999999999,12.4,159.6,83.0,87.0
819,Developing,73.3,2,2.52,665.7260253,93.0,0,55.4,2,6.77,0.2,3988.771871,6281189.0,1.6,1.6,0.6759999999999999,13.2,181.9,93.0,94.0
820,Developing,73.0,2,2.42,653.6925016,92.0,0,54.7,2,6.95,0.2,3895.6644909999995,625777.0,1.6,1.6,0.675,13.2,184.3,92.0,92.0
821,Developing,73.0,2,2.48,591.7757569,92.0,0,54.1,2,6.7,0.3,3827.786267,6221246.0,1.6,1.6,0.67,13.2,186.3,93.0,92.0
822,Developing,72.0,2,2.37,549.2783081,89.0,0,53.4,2,6.81,0.3,3736.58713,619256.0,1.7,1.6,0.6659999999999999,13.0,188.9,90.0,89.0
823,Developing,72.0,2,2.36,469.3904193,89.0,0,52.8,2,6.91,0.3,3474.3924450000004,6164626.0,1.7,1.6,0.662,12.9,191.0,89.0,89.0
824,Developing,71.4,2,2.55,416.43383989999995,91.0,0,52.1,2,6.83,0.3,3366.482133,6137276.0,1.7,1.6,0.662,12.8,196.9,91.0,91.0
825,Developing,71.7,2,2.68,53.95949877,98.0,0,51.4,3,6.21,0.3,357.34767400000004,61131.0,1.8,1.7,0.659,13.4,198.3,98.0,98.0
826,Developing,71.2,2,2.83,52.30172215,99.0,0,5.8,3,6.32,0.3,334.83817,683475.0,1.8,1.7,0.657,12.9,200.4,99.0,99.0
827,Developing,75.0,3,2.77,57.74562629,96.0,0,5.1,3,6.68,0.2,362.951768,656478.0,1.8,1.7,0.6509999999999999,12.9,202.8,96.0,96.0
828,Developing,71.0,3,2.77,440.60270419999995,89.0,0,49.4,3,7.19,0.2,2835.281237,628961.0,1.9,1.8,0.644,12.7,206.4,89.0,89.0
829,Developing,70.0,3,2.9,398.60583219999995,9.0,0,48.6,3,7.3,0.3,2632.79942,6775.0,1.9,1.8,0.636,12.4,208.7,90.0,90.0
830,Developing,69.9,3,3.1,400.1342971,94.0,0,47.8,4,7.61,0.3,2519.737387,5971535.0,2.0,1.9,0.628,12.0,210.8,93.0,94.0
831,Developing,73.0,3,2.97,29.68529375,81.0,0,47.0,4,7.9,0.4,248.4125,59433.0,2.0,1.9,0.621,11.8,212.8,81.0,81.0
832,Developing,68.9,4,2.88,332.1056586,75.0,2,46.2,4,8.2,0.4,2338.7722440000002,595962.0,2.1,2.0,0.615,11.6,222.1,94.0,92.0
833,Developing,69.0,4,2.79,353.6690328,99.0,0,45.3,5,8.17,0.4,2238.4116,5867626.0,2.1,2.0,0.607,11.3,218.0,98.0,99.0
835,Developing,57.9,3,0.01,13.40477417,2.0,13,24.0,4,3.8,4.4,192.59733,1129424.0,8.5,8.4,0.5820000000000001,9.2,307.2,55.0,53.0
854,Developing,62.9,6,0.62,20.97991915,96.0,48,16.5,8,3.6,0.7,582.775532,447469.0,8.8,8.7,0.405,5.0,284.7,94.0,94.0
855,Developing,62.1,6,0.61,17.35739784,9.0,51,16.0,9,3.24,0.9,482.14994,43984.0,8.9,8.8,0.40399999999999997,5.1,292.7,95.0,95.0
856,Developing,61.4,6,0.63,1.575160196,92.0,82,15.5,9,3.3,1.0,43.754449900000004,431334.0,9.0,8.9,0.402,5.2,300.5,95.0,95.0
857,Developing,67.0,6,0.49,11.76572311,94.0,0,15.1,9,3.69,1.1,326.825642,4232636.0,9.1,9.1,0.406,5.2,309.1,95.0,95.0
858,Developing,62.0,6,1.23,11.42385961,91.0,55,14.7,9,3.29,1.3,317.3294336,4153332.0,9.2,9.2,0.405,5.3,316.8,95.0,95.0
859,Developing,59.7,7,0.97,10.60269773,94.0,128,14.3,9,3.3,1.4,297.82858799999997,466648.0,9.3,9.3,0.405,5.3,325.0,94.0,94.0
860,Developing,59.4,7,1.07,5.0646889680000005,96.0,19,13.9,9,2.97,1.6,276.75896,39697.0,9.4,9.5,0.0,5.4,334.7,96.0,96.0
861,Developing,59.1,7,0.64,10.26097341,84.0,24,13.6,10,3.14,1.8,287.42222430000004,3858623.0,9.6,9.6,0.0,5.0,341.0,98.0,98.0
862,Developing,58.8,7,0.56,6.913998013,91.0,376,13.3,10,3.5,1.9,232.79454590000003,3738265.0,9.7,9.7,0.0,4.7,347.3,95.0,93.0
863,Developing,58.5,7,0.83,0.703132179,86.0,460,13.1,10,4.2,1.9,21.7687981,3614639.0,9.9,9.9,0.0,4.4,347.9,92.0,90.0
867,Developing,77.3,0,0.01,2700.07305,93.0,0,59.4,0,6.38,0.1,19941.455319999997,1314545.0,1.9,1.9,0.86,16.5,123.5,93.0,93.0
868,Developing,76.9,0,0.01,261.29148080000004,93.0,2,59.0,0,6.48,0.1,1929.7746,1317997.0,1.9,1.9,0.856,16.5,121.6,94.0,94.0
869,Developing,76.3,0,0.01,2263.1037969999998,94.0,4,58.5,0,6.36,0.1,17421.8922,1322696.0,1.9,1.9,0.85,16.5,133.9,94.0,94.0
870,Developing,76.1,0,0.01,2146.945741,94.0,7,58.0,0,5.83,0.1,17454.843419999997,1327439.0,1.9,2.0,0.838,16.4,136.5,93.0,93.0
871,Developing,75.6,0,14.97,1802.017593,94.0,0,57.6,0,6.25,0.1,14638.6482,1331475.0,1.9,2.0,0.833,16.2,134.5,94.0,94.0
872,Developing,74.9,0,15.04,1717.0887109999999,95.0,0,57.1,0,6.93,0.1,14726.318280000001,1334515.0,2.0,2.0,0.836,16.1,153.6,95.0,95.0
873,Developing,74.2,0,16.99,225.07236180000004,94.0,0,56.7,0,6.6,0.1,1894.5485,13379.0,2.0,2.1,0.835,16.1,164.5,95.0,95.0
874,Developing,73.0,0,17.87,1904.1246899999999,95.0,1,56.3,0,5.16,0.1,16586.452,13468.0,2.0,2.1,0.8290000000000001,16.1,186.5,95.0,95.0
875,Developing,73.0,0,16.58,244.3510801,95.0,27,55.9,0,5.1,0.1,12595.4165,134681.0,2.1,2.2,0.8220000000000001,16.1,185.7,95.0,95.0
876,Developing,72.8,0,15.52,153.5045263,95.0,2,55.5,0,5.2,0.1,1338.31322,1354775.0,2.1,2.2,0.812,15.9,187.3,96.0,96.0
877,Developing,72.3,0,15.07,101.12011609999999,9.0,0,55.2,0,5.13,0.1,885.4651150000001,136255.0,2.2,2.3,0.805,15.7,193.5,95.0,94.0
883,Developing,64.2,140,0.01,89.95805845,77.0,12739,17.2,202,4.88,0.6,571.1622758999999,97366774.0,1.5,1.3,0.435,8.4,230.1,68.0,61.0
884,Developing,63.7,145,1.86,8.313282039,72.0,5253,16.8,211,5.19,0.9,52.15358870000001,94887724.0,1.6,1.4,0.42700000000000005,8.4,234.5,70.0,59.0
885,Developing,63.3,150,1.84,86.82551124,69.0,4347,16.4,221,5.77,1.2,468.567249,92444183.0,1.7,1.5,0.42200000000000004,8.4,239.7,70.0,62.0
886,Developing,62.6,156,1.32,67.77565369,65.0,3255,16.0,231,6.55,1.4,354.8463544,946756.0,1.9,1.6,0.41100000000000003,8.2,249.2,70.0,65.0
887,Developing,61.8,162,1.34,67.73374413,62.0,4235,15.6,243,6.86,1.7,341.39992,877267.0,11.0,1.7,0.401,8.1,261.9,69.0,61.0
888,Developing,68.0,169,1.17,53.77354001,56.0,1176,15.3,256,4.41,2.0,379.75663849999995,85416253.0,11.1,1.8,0.39299999999999996,8.1,277.5,65.0,58.0
889,Developing,59.8,177,1.13,38.55783268,52.0,3511,14.9,270,4.28,2.4,325.3825543,83184892.0,11.2,1.9,0.37799999999999995,7.6,294.5,63.0,54.0
890,Developing,58.5,186,1.06,30.46451811,47.0,1446,14.5,286,4.69,2.8,243.32682200000002,8149.0,11.3,11.0,0.36200000000000004,7.1,315.8,61.0,50.0
899,Developing,69.7,0,0.01,50.539484,99.0,0,61.9,0,4.49,0.1,546.3728,88586.0,4.0,3.7,0.727,15.2,189.9,99.0,99.0
900,Developing,69.6,0,0.01,460.6487805,99.0,0,61.1,0,4.26,0.1,4763.68956,879715.0,4.0,3.7,0.7190000000000001,15.0,191.9,99.0,99.0
901,Developing,69.4,0,0.01,431.4854874,99.0,0,6.2,0,4.16,0.1,4546.73854,873596.0,4.0,3.7,0.7140000000000001,14.9,194.8,99.0,99.0
902,Developing,69.2,0,0.01,401.79310449999997,99.0,0,59.5,0,4.6,0.1,4353.121392,86786.0,4.0,3.7,0.7090000000000001,14.7,196.9,99.0,99.0
903,Developing,69.1,0,2.25,62.08343533,99.0,0,58.7,0,4.23,0.1,3651.966784,85995.0,4.0,3.7,0.706,14.6,199.9,99.0,99.0
904,Developing,68.9,0,2.31,60.65068446,99.0,1,58.0,0,4.26,0.1,3369.4824700000004,851967.0,4.0,3.7,0.7040000000000001,14.5,203.3,99.0,99.0
905,Developing,68.7,0,1.95,81.04656111,99.0,0,57.3,0,3.68,0.1,4177.657789,84334.0,4.0,3.7,0.7,14.3,205.9,99.0,99.0
906,Developing,68.6,0,2.09,5.889526221000001,99.0,0,56.6,0,3.74,0.1,478.82327000000004,834812.0,4.1,3.8,0.698,14.2,208.6,99.0,99.0
907,Developing,68.5,0,2.06,52.12416339999999,99.0,136,55.9,0,3.84,0.1,3749.9398130000004,827411.0,4.1,3.8,0.695,14.0,211.5,98.0,98.0
908,Developing,68.3,0,2.02,64.39203443,99.0,0,55.1,0,3.61,0.1,3658.6383200000005,821817.0,4.1,3.8,0.6990000000000001,13.9,214.5,97.0,96.0
909,Developing,68.1,0,1.63,43.99452464,99.0,37,54.2,0,3.61,0.1,3332.918533,818354.0,4.2,3.9,0.691,13.4,217.8,96.0,95.0
910,Developing,68.0,0,1.76,253.8196705,99.0,305,53.2,0,3.35,0.1,2835.973972,816628.0,4.2,3.9,0.6890000000000001,13.3,219.9,95.0,94.0
911,Developing,67.9,0,1.85,206.071686,99.0,304,52.2,0,3.48,0.1,2259.55796,815691.0,4.2,3.9,0.687,13.3,220.3,94.0,93.0
912,Developing,67.8,0,1.93,20.711912899999998,98.0,17,51.2,0,3.28,0.1,238.891729,814218.0,4.3,4.0,0.6829999999999999,13.2,220.9,92.0,91.0
913,Developing,67.7,0,2.05,31.25834616,98.0,0,5.2,0,3.87,0.1,276.1338,811223.0,4.3,4.0,0.6809999999999999,13.1,221.6,91.0,90.0
931,Developing,82.2,3,11.5,6739.677606,83.0,267,62.0,3,11.54,0.1,42955.24287,66331957.0,0.6,0.6,0.89,16.2,74.28,98.0,98.0
932,Developing,82.0,3,11.1,6646.9539350000005,74.0,272,61.6,3,11.56,0.1,42554.1225,6599857.0,0.6,0.6,0.887,16.2,77.29,99.0,99.0
933,Developing,81.5,3,11.5,751.3793552999999,78.0,0,61.1,3,11.44,0.1,4838.2444,6565979.0,0.6,0.6,0.885,16.1,80.11,99.0,99.0
934,Developing,81.7,3,11.8,683.9190568,74.0,14949,6.6,3,11.33,0.1,4381.288,65342776.0,0.6,0.6,0.882,16.1,83.24,99.0,99.0
935,Developing,81.3,3,11.7,72.80012109999998,65.0,5048,6.1,3,11.2,0.1,473.34279000000004,6527512.0,0.6,0.6,0.879,16.0,85.28,99.0,99.0
936,Developing,81.1,3,11.8,6415.35735,51.0,1541,59.6,3,11.28,0.1,41631.13141,647744.0,0.6,0.6,0.879,16.0,87.08,98.0,98.0
937,Developing,89.0,3,11.9,7002.785925,47.0,604,59.1,3,1.57,0.1,45413.6571,6437499.0,0.6,0.6,0.877,16.1,86.94,99.0,99.0
938,Developing,89.0,3,12.2,64.73714894,42.0,39,58.6,3,1.45,0.1,416.58397,6416229.0,0.6,0.6,0.873,16.1,87.86,99.0,99.0
939,Developing,86.0,3,12.4,5689.9919310000005,39.0,40,58.0,4,1.53,0.1,36544.5853,63621376.0,0.6,0.6,0.87,16.1,89.87,99.0,99.0
940,Developing,81.0,3,12.2,5451.701225,35.0,36,57.5,4,1.6,0.1,34879.72633,63179356.0,0.6,0.6,0.86,15.5,91.55,98.0,98.0
941,Developing,82.0,3,13.18,5291.234786,35.0,4448,57.0,4,1.53,0.1,33874.74255,6274897.0,0.6,0.6,0.857,15.5,91.58,99.0,98.0
942,Developing,79.3,3,13.49,4572.441963,28.0,0,56.4,4,1.43,0.1,29691.18158,62244884.0,0.6,0.6,0.852,15.4,96.82,96.0,97.0
943,Developing,79.2,3,13.78,3779.655273,29.0,5185,55.8,4,1.22,0.1,24275.2426,6185267.0,0.7,0.6,0.851,15.5,98.39,97.0,97.0
944,Developing,79.0,3,13.89,3451.185079,28.0,0,55.2,4,9.89,0.1,22527.31775,61357431.0,0.7,0.6,0.8490000000000001,15.6,99.48,98.0,97.0
945,Developing,78.8,3,13.63,3410.284431,26.0,10000,54.6,4,9.77,0.1,22465.64184,6912498.0,0.7,0.6,0.8440000000000001,15.7,99.17,98.0,97.0
947,Developing,65.5,2,0.01,715.2816938999999,7.0,33,35.8,3,3.44,2.8,9692.163874,1875713.0,6.1,6.0,0.687,12.6,234.7,68.0,70.0
948,Developing,64.6,2,8.86,154.8758879,79.0,122,35.2,3,3.98,3.7,9679.742995,1817271.0,6.2,6.1,0.6779999999999999,12.5,251.0,77.0,79.0
949,Developing,63.5,2,8.3,805.3925284,82.0,2,34.6,3,3.13,4.9,9774.18117,1756817.0,6.3,6.2,0.669,12.5,269.4,80.0,82.0
950,Developing,62.8,2,8.9,133.5223672,75.0,2,34.1,3,3.12,6.0,1716.2258,169711.0,6.4,6.3,0.664,12.5,281.8,75.0,75.0
951,Developing,62.3,2,8.85,145.318282,67.0,1,33.5,3,3.41,7.0,8754.113376000001,16421.0,6.5,6.4,0.66,12.5,288.3,68.0,67.0
952,Developing,61.7,2,8.64,52.31086276,79.0,0,33.0,3,3.43,8.0,763.66223,1586754.0,6.7,6.5,0.652,12.4,299.6,74.0,76.0
953,Developing,61.6,2,8.75,11.05422474,82.0,3,32.4,3,2.54,8.9,194.2746,1536411.0,6.8,6.6,0.6509999999999999,12.4,303.9,81.0,82.0
954,Developing,61.6,2,9.02,545.4389573,75.0,0,31.9,3,2.86,10.0,8352.81711,1489193.0,6.9,6.8,0.645,12.4,305.3,78.0,81.0
955,Developing,61.4,2,8.01,40.53719812,52.0,90,31.4,3,2.88,10.7,727.777345,1444844.0,7.1,6.9,0.6459999999999999,12.4,307.6,44.0,45.0
956,Developing,65.0,2,7.72,353.2438029,28.0,0,3.8,3,2.76,10.9,6741.2939480000005,143126.0,7.2,7.1,0.64,12.4,326.2,44.0,45.0
979,Developing,74.5,1,6.13,221.482875,91.0,3188,55.3,1,7.42,0.1,4429.6575,3727.0,2.7,2.8,0.759,13.5,155.2,91.0,91.0
980,Developing,74.5,1,5.91,180.3787034,96.0,7872,54.4,1,7.25,0.1,4274.376857,3776.0,2.7,2.8,0.755,13.5,157.7,94.0,93.0
981,Developing,74.2,1,7.71,158.2576025,92.0,31,53.6,1,8.57,0.1,4142.869175,3825.0,2.6,2.8,0.7490000000000001,13.4,157.2,93.0,92.0
982,Developing,73.9,1,8.14,198.94876000000002,89.0,64,52.8,1,9.38,0.1,3725.63221,3875.0,2.6,2.8,0.742,13.3,153.3,88.0,94.0
983,Developing,73.8,1,7.24,194.1732658,95.0,22,52.0,1,1.5,0.1,2964.47734,3926.0,2.6,2.8,0.738,13.3,156.8,88.0,92.0
984,Developing,73.2,1,6.66,18.5314303,54.0,23,51.3,1,1.19,0.1,276.58851200000004,3978.0,2.6,2.8,0.7340000000000001,12.8,156.4,93.0,88.0
985,Developing,73.9,1,7.17,151.762567,89.0,56,5.5,1,8.99,0.1,3174.9491,43.0,2.6,2.8,0.735,13.1,149.7,90.0,92.0
986,Developing,74.4,1,8.65,106.164686,94.0,44,49.9,1,8.17,0.1,2492.12878,482.0,2.7,2.9,0.722,12.5,140.2,88.0,98.0
987,Developing,73.9,1,6.18,110.11382859999999,84.0,334,49.2,1,8.39,0.1,1872.6841600000002,4136.0,2.7,2.9,0.7140000000000001,12.6,144.8,89.0,88.0
988,Developing,73.9,1,4.7,9.444875415,79.0,1356,48.6,1,8.6,0.1,153.57521,419.0,2.8,2.9,0.703,12.2,144.5,82.0,82.0
989,Developing,72.3,1,3.74,7.132564768,64.0,6847,48.1,1,8.53,0.1,127.367228,4245.0,2.8,3.0,0.6940000000000001,12.0,148.4,66.0,78.0
990,Developing,72.7,1,3.36,70.54185252,48.0,216,47.5,2,8.49,0.1,928.1822699999999,431.0,2.9,3.0,0.684,11.8,143.8,74.0,75.0
991,Developing,71.7,2,2.72,60.55818291,51.0,199,47.0,2,8.72,0.1,779.3845934999999,4357.0,2.9,3.0,0.677,11.8,151.6,89.0,84.0
992,Developing,73.0,2,2.76,57.10318825,61.0,35,46.5,2,7.82,0.1,733.974142,43864.0,3.0,3.1,0.6729999999999999,11.7,124.7,83.0,87.0
993,Developing,71.8,2,3.28,47.81704183,55.0,50,46.0,2,6.94,0.1,691.997711,44183.0,3.1,3.1,0.0,11.4,128.5,81.0,80.0
995,Developed,89.0,2,11.03,941.7562909,88.0,443,61.9,3,11.3,0.1,4792.65288,89825.0,1.1,1.1,0.92,17.0,69.93,93.0,93.0
996,Developed,86.0,2,10.94,895.8779502999998,88.0,1771,61.4,3,11.16,0.1,4653.91143,864565.0,1.1,1.1,0.919,16.9,72.63,93.0,93.0
997,Developed,86.0,2,11.18,839.9133199999999,88.0,166,6.9,3,1.99,0.1,4465.24891,8425823.0,1.1,1.1,0.9159999999999999,16.9,72.74,94.0,95.0
998,Developed,85.0,2,11.2,869.7907349999999,88.0,1607,6.4,3,1.93,0.1,4681.3279600000005,8274983.0,1.1,1.1,0.912,16.8,75.34,94.0,95.0
999,Developed,81.0,2,11.2,7584.078579000001,88.0,780,59.9,3,11.25,0.1,41785.55691,8177693.0,1.1,1.1,0.907,16.7,77.52,94.0,96.0
1000,Developed,80.0,2,11.22,7641.2706450000005,88.0,574,59.5,3,11.4,0.1,41732.7725,819237.0,1.1,1.1,0.9059999999999999,16.7,79.57,95.0,96.0
1001,Developed,79.9,2,11.36,8285.264654999999,87.0,917,59.0,3,1.39,0.1,45699.198319999996,821197.0,1.1,1.1,0.903,16.6,80.71,95.0,96.0
1002,Developed,79.8,3,11.5,7777.556353,86.0,567,58.5,3,1.18,0.1,41814.8191,82266372.0,1.1,1.1,0.898,16.6,82.03,95.0,96.0
1003,Developed,79.6,3,11.76,6407.535954,87.0,2307,58.0,3,1.34,0.1,36447.87232,82376451.0,1.1,1.1,0.892,16.5,83.27,94.0,96.0
1004,Developed,79.2,3,11.67,6012.92584,9.0,778,57.6,3,1.52,0.1,34696.6292,82469422.0,1.1,1.1,0.884,16.4,84.32,95.0,96.0
